review,rating,date,bank,source,sentiment_score,sentiment_label,top_keywords,themes
Very poor proformance,1,2025-03-01,BOA,Google Play,-0.5256,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
It's not opening. Really frustrating,1,2025-03-01,BOA,Google Play,0.3865,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Verry Amazing App from all IB,5,2025-03-01,BOA,Google Play,0.5859,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Not working on this days,1,2025-02-26,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Thank you BoA,5,2025-02-23,BOA,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
best banking app in the wworld,5,2025-02-22,BOA,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Nice app and it's easy to use,5,2025-02-21,BOA,Google Play,0.6908,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,BOA,Google Play,0.4242,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
This is help full i like ittttt,5,2025-02-14,BOA,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Customer Support
The is not functional at all?,2,2025-02-12,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Best bank,5,2025-02-08,BOA,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,BOA,Google Play,0.765,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
I have been using this app for two years.It is amazing.,5,2025-02-01,BOA,Google Play,0.5859,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Good 👍,5,2025-01-31,BOA,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Sad experience,1,2025-01-30,BOA,Google Play,-0.4767,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Always do update and that is annoying,3,2025-01-27,BOA,Google Play,-0.4019,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Feature Requests
"Best app, somehow waiting a few minutes",5,2025-01-23,BOA,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Whenever I try to sign in app close please fixed it out,2,2025-01-21,BOA,Google Play,0.3182,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Beter,5,2025-01-21,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Boa,4,2025-01-18,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Performance
Aadan Axmed Barkhadle,5,2025-01-17,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
😡😡😡🤬🤬🤬,1,2025-01-16,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Horrible customer service and app crashes Horrible!!,1,2025-01-15,BOA,Google Play,-0.8217,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Customer Support
I love it,5,2025-01-14,BOA,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Good🙏,5,2025-01-12,BOA,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Like to much,5,2025-01-11,BOA,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Thank you,5,2025-01-10,BOA,Google Play,0.3612,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Perfect,5,2025-01-09,BOA,Google Play,0.5719,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
The best of best,5,2025-01-09,BOA,Google Play,0.8555,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,BOA,Google Play,0.5423,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Great 👍,5,2025-01-04,BOA,Google Play,0.6249,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Fast and suitable for the customers.,5,2025-01-04,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Good app and helpful,5,2025-01-03,BOA,Google Play,0.6908,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,BOA,Google Play,-0.931,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Customer Support
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,BOA,Google Play,-0.296,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
It doesn't work at all.,2,2025-01-02,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
this app is not available,1,2025-01-02,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Wow what amazing,5,2024-12-30,BOA,Google Play,0.8225,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
love it,5,2024-12-30,BOA,Google Play,0.6369,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Lemn embi yilal??,5,2024-12-30,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Good,5,2024-12-30,BOA,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
It's useless app downgraded.,1,2024-12-29,BOA,Google Play,-0.4215,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Nice,5,2024-12-26,BOA,Google Play,0.4215,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,BOA,Google Play,-0.6249,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
አይሰራም ሼም ነው፤,1,2024-12-23,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Not that much bad,3,2024-12-22,BOA,Google Play,0.431,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Fine,5,2024-12-21,BOA,Google Play,0.2023,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
The dirtiest application ever seen...,1,2024-12-20,BOA,Google Play,-0.5267,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Nic ap,5,2024-12-19,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
The forest app ever,1,2024-12-19,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,BOA,Google Play,0.9475,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Bank of abissena,1,2024-12-17,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,Google Play,0.7003,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
GOOD,5,2024-12-15,BOA,Google Play,0.4404,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
The worst banking app ever. Never works!,1,2024-12-14,BOA,Google Play,-0.6588,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Poorly functioning app,3,2024-12-13,BOA,Google Play,0.0,neutral,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Very nice,5,2024-12-13,BOA,Google Play,0.4754,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,BOA,Google Play,-0.296,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Uncategorized
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,BOA,Google Play,-0.8622,negative,"app, bank, banking, best, dashen, good, mobile, super, use, work",Customer Support
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,BOA,Google Play,0.9253,positive,"app, bank, banking, best, dashen, good, mobile, super, use, work","Customer Support, Feature Requests"
